brands,categories,countries,energy-kcal_100g,fat_100g,nutrition_data,nutrition_data_prepared_per,nutrition_grades,product_name,proteins_100g,fiber_100g,nutrition_data_per,salt_100g,saturated-fat_100g,sugars_100g,nutriments_estimated,serving_quantity,nutrition_data_prepared,no_nutrition_data
"Orangina Schweppes,Schweppes","Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons gazeuses,Boissons aux fruits,Boissons édulcorées,Sodas,Sodas aux fruits,Boissons sans alcool,Boissons avec sucre ajouté","Belgique,France,Luxembourg,Suisse",24.0,0.0,on,100g,e,Schweppes Agrum',0.0,,100ml,0.01,0.0,5.7,,,,
Star moutarde de Dijon,"Condiments, Sauces, Mustards, Groceries",Morocco,158.7,11.19,on,100g,e,Star moutarde,7.44,,100g,6.54,0.71,1.94,"{'alcohol_100g': 0.021875, 'beta-carotene_100g': 1.115625e-05, 'calcium_100g': 0.024350218, 'cholesterol_100g': 0, 'copper_100g': 3.33528425e-05, 'fiber_100g': 0.109375, 'fructose_100g': 0.14109375, 'galactose_100g': 0, 'glucose_100g': 0.19359375, 'iodine_100g': 6.17778475e-05, 'iron_100g': 0.00046847995, 'lactose_100g': 0.01640625, 'magnesium_100g': 0.0126205215, 'maltose_100g': 0.01640625, 'manganese_100g': 0.0001065291, 'pantothenic-acid_100g': 4.15625e-05, 'phosphorus_100g': 0.030777225, 'phylloquinone_100g': 1.214365e-05, 'polyols_100g': 0, 'potassium_100g': 0.03983, 'selenium_100g': 1.7845375e-06, 'starch_100g': 0.56875, 'sucrose_100g': 0.03390625, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 2.40625e-05, 'vitamin-b2_100g': 1.05e-05, 'vitamin-b6_100g': 1.5640625e-05, 'vitamin-b9_100g': 1.640625e-06, 'vitamin-c_100g': 0.0001203125, 'vitamin-d_100g': 0, 'vitamin-e_100g': 0.00027822, 'vitamin-pp_100g': 0.0001246875, 'water_100g': 81.2649454, 'zinc_100g': 0.000160865225}",,,
Ekmek,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains complets, Pains de mie complet","France,en:morocco",231.0,2.1,on,100g,c,Pain de mie complet,8.0,5.0,100g,1.05,0.12,3.8,,,,
belVita,"Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits secs,Biscuit aux céréales pour petit déjeuner enrichis en vitamines et minéraux","Belgique,France,Portugal,La Réunion,Suisse",386.0,12.0,on,100g,c,Melloeux Fruit Rouges,5.3,7.2,100g,0.34,1.1,22.0,,,,
Schär,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Specific products, Products for specific diets, Breads, Products without gluten, Gluten-free breads, Sliced breads, Gluten-free sliced breads","Belgium, France, Germany, Netherlands, Spain, Switzerland, en:united-kingdom",248.275862068966,1.0,on,100g,c,,0.01,8.8,,1.0,1.1,0.9,,,,
siggi's,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés aux fruits,Fromages blancs - petit suisses et skyr,Skyrs,Skyrs aux fruits","France,Allemagne",87.8571428571429,1.9,on,100g,b,Skyr framboise,8.9,,,0.1,1.4,8.4,,,,
Excelo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Food, en:chocolate-biscuits",en:ma,504.0,22.0,on,100g,e,Capri choco,4.4,,100g,0.3,10.8,33.0,,,,
Bimo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, en:filled-biscuits",Maroc,508.0,24.0,on,100g,e,,5.2,0.7,100g,0.45,12.0,20.0,,,,
Mousline,"Purées,Préparations à base de pommes de terre,Purées de pommes de terre en flocons",France,345.0,0.8,on,100g,unknown,Mousline Nature,7.5,7.0,,0.01,0.7,2.3,"{'alcohol_100g': 0, 'beta-carotene_100g': 2.52e-06, 'calcium_100g': 0.0068917, 'cholesterol_100g': 0, 'copper_100g': 8.39066666666667e-05, 'fructose_100g': 0.3, 'galactose_100g': 0, 'glucose_100g': 0.368833333333333, 'iodine_100g': 2.54166666666667e-06, 'iron_100g': 0.000633966666666667, 'lactose_100g': 0, 'magnesium_100g': 0.0185136666666667, 'maltose_100g': 0, 'manganese_100g': 0.00020526, 'pantothenic-acid_100g': 0.0005679, 'phosphorus_100g': 0.0388213333333333, 'phylloquinone_100g': 2.16833333333333e-06, 'polyols_100g': 0, 'potassium_100g': 0.373236666666667, 'selenium_100g': 4.97066666666667e-06, 'starch_100g': 15.7126666666667, 'sucrose_100g': 0.203966666666667, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 7.85966666666667e-05, 'vitamin-b2_100g': 2.08e-05, 'vitamin-b6_100g': 0.000337333333333333, 'vitamin-b9_100g': 3.09223333333333e-05, 'vitamin-c_100g': 0.00289546666666667, 'vitamin-d_100g': 0, 'vitamin-e_100g': 3.94333333333333e-05, 'vitamin-pp_100g': 0.0017217, 'water_100g': 77.603, 'zinc_100g': 0.0001785}",,,
Carrefour Bio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Wholemeal rusks","France,French Polynesia,Spain,Kenya",378.0,5.0,on,100g,c,Biscottes Complètes bio,15.0,8.5,100g,1.3,0.5,4.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 4.525625e-06, 'calcium_100g': 0.0256868, 'cholesterol_100g': 6.9125e-06, 'copper_100g': 0.00024724, 'fructose_100g': 0.086975, 'galactose_100g': 0, 'glucose_100g': 0.090925, 'iodine_100g': 2.16985e-05, 'iron_100g': 0.0019566625, 'lactose_100g': 0.086975, 'magnesium_100g': 0.0650682375, 'maltose_100g': 0.92745, 'manganese_100g': 0.001888936, 'pantothenic-acid_100g': 0.000509515, 'phosphorus_100g': 0.208790575, 'phylloquinone_100g': 3.841e-07, 'polyols_100g': 0, 'potassium_100g': 0.271968425, 'selenium_100g': 9.70575e-06, 'starch_100g': 50.478075, 'sucrose_100g': 2.473975, 'vitamin-a_100g': 2.07375e-07, 'vitamin-b12_100g': 6.715, 'vitamin-b1_100g': 0.0004501, 'vitamin-b2_100g': 2.438e-05, 'vitamin-b6_100g': 0.00011088, 'vitamin-b9_100g': 3.561075e-05, 'vitamin-c_100g': 0.0002174375, 'vitamin-d_100g': 1.248325e-07, 'vitamin-e_100g': 0.0058590855, 'vitamin-pp_100g': 0.000407875, 'water_100g': 10.643683, 'zinc_100g': 0.0017841345}",,,
Alesto Selection,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, en:pecan-nuts","Bulgaria, France, Germany, Hungary, Italy, Morocco, Netherlands, Poland, Portugal, Romania, Spain, United Kingdom, en:belgium",726.666666666667,71.4,on,100g,a,Pecan Nuts,11.2,10.0,,0.01,6.8,4.1,"{'alcohol_100g': 0, 'calcium_100g': 0.0698, 'cholesterol_100g': 0, 'fructose_100g': 0.04, 'galactose_100g': 0, 'glucose_100g': 0.04, 'iodine_100g': 2e-06, 'iron_100g': 0.00257, 'lactose_100g': 0, 'maltose_100g': 0.025, 'pantothenic-acid_100g': 0.00082, 'phylloquinone_100g': 3.5e-06, 'polyols_100g': 0, 'sucrose_100g': 3.56, 'vitamin-b12_100g': 0, 'vitamin-b2_100g': 0.00012, 'vitamin-b6_100g': 0.0002, 'vitamin-c_100g': 0.00097, 'vitamin-d_100g': 0, 'vitamin-pp_100g': 0.00117, 'water_100g': 2.57}",,,
,Boisson à l'eau minérale aromatisée non sucrée sans édulcorant,en:Morocco,,,,,unknown,,,,,,,,,,,
Blini,"Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Salted spreads,Sauces,Dips,Hummus,Classic hummus,Groceries","France,Switzerland",271.0,22.2,on,100g,b,Houmous sésame,5.8,7.4,100g,1.19,1.9,0.7,"{'beta-carotene_100g': 6.07357142857143e-06, 'fructose_100g': 0.0178118571428572, 'galactose_100g': 0, 'glucose_100g': 0.016995, 'iodine_100g': 1.36225e-05, 'lactose_100g': 0.00778285714285714, 'maltose_100g': 0.00802971428571429, 'pantothenic-acid_100g': 0.0001540725, 'phylloquinone_100g': 1.36172857142857e-05, 'polyols_100g': 0.125, 'sucrose_100g': 0.245403571428571, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 6.28832142857143e-05, 'vitamin-b2_100g': 2.26060714285714e-05, 'vitamin-b6_100g': 0.000192906785714286, 'vitamin-b9_100g': 2.41878571428571e-05, 'vitamin-pp_100g': 0.000343557142857143, 'water_100g': 59.92056625}",,,
"Jardin Bio,Jardin biologique,Léa Nature","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Conserves,Plats préparés,Légumes et dérivés,Aliments à base de plantes en conserve,Légumes en conserve,Légumes préparés,Plats préparés en conserve,Ratatouilles",France,64.0,3.5,on,100g,a,Ratatouille à la provençale,1.2,1.7,100g,0.47,0.5,5.2,,,,
"Maille,Unilever","Condiments,Sauces,Salad dressings,Vinaigrettes,fr:Vinaigrettes allégées en matières grasses,Groceries,fr:Vinaigrettes au sésame","France,Germany",373.0,37.0,on,100g,d,Vinaigrette Légère Huile de Sésame & Sauce Soja Graines de Sésame Torréfiées 36 cl,1.9,0.7,100ml,1.8,3.3,5.5,,,,
Jaouda,"Creme-cuisson, fr:creme cuisson, en:creams",en:ma,190.0,18.0,on,100g,d,crème cuisson,2.5,,100g,0.0,12.7,0.0,,,,
,en:soybean-oils,"Morocco, en:united-states",900.0,100.0,on,100g,c,Oleor,0.0,,100ml,0.0,14.6,0.0,,,,
"HERTA, Trésor de Grand Mère","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes feuilletées, Pâte feuilletée pur beurre, Aides culinaires, en:Baking Mixes, en:Frozen baking mixes, en:Refrigerated baking mixes",en:France,388.8,20.0,on,100g,d,HERTA Trésor de Grand Mère pâte feuilletée pur beurre 280g,7.2,1.0,100g,1.0,14.0,1.6,"{'alcohol_100g': 4.715, 'beta-carotene_100g': 4.071e-05, 'calcium_100g': 0.0190605, 'cholesterol_100g': 0.051214, 'copper_100g': 0.000133835, 'fructose_100g': 0.04825, 'galactose_100g': 0, 'glucose_100g': 0.05585, 'iodine_100g': 1.4705e-05, 'iron_100g': 0.0010559, 'lactose_100g': 0.04412, 'magnesium_100g': 0.03555275, 'maltose_100g': 0.5041, 'manganese_100g': 0.000916546, 'pantothenic-acid_100g': 0.0004, 'phosphorus_100g': 0.132685, 'phylloquinone_100g': 1.896e-06, 'polyols_100g': 0, 'potassium_100g': 0.1808139, 'selenium_100g': 6.14775e-06, 'starch_100g': 23.868, 'sucrose_100g': 0.23165, 'vitamin-a_100g': 0.00016522, 'vitamin-b12_100g': 1.56e-08, 'vitamin-b1_100g': 0.000568405, 'vitamin-b2_100g': 4.3045e-05, 'vitamin-b6_100g': 7.9615e-05, 'vitamin-b9_100g': 3.821e-05, 'vitamin-c_100g': 0.000234, 'vitamin-d_100g': 4.172e-07, 'vitamin-e_100g': 0.00088067, 'vitamin-pp_100g': 0.0007616, 'water_100g': 35.922635, 'zinc_100g': 0.00110204}",,,
Petit Navire,"Produits de la mer,Poissons et dérivés,Conserves,Poissons,Poissons gras,Poissons en conserve,Filets de poissons,Maquereaux,Filets de maquereaux,Filets de maquereaux à la moutarde,Maquereaux en conserve","France,Suisse",211.0,17.0,on,100g,c,Filets de maquereaux moutarde a l'ancienne,13.0,,100g,0.9,3.4,0.4,"{'alcohol_100g': 0.0134, 'beta-carotene_100g': 5.8548125e-06, 'calcium_100g': 0.0144872475, 'chloride_100g': 0.04592, 'cholesterol_100g': 0.027832, 'copper_100g': 7.034925e-05, 'fiber_100g': 0.066125, 'fructose_100g': 0.07369, 'galactose_100g': 0, 'glucose_100g': 0.1002325, 'iodine_100g': 9.45015e-06, 'iron_100g': 0.00051042, 'lactose_100g': 0.0090625, 'magnesium_100g': 0.0223783425, 'maltose_100g': 0.009625, 'manganese_100g': 0.00011556334, 'pantothenic-acid_100g': 2.149375e-05, 'phosphorus_100g': 0.12283315, 'phylloquinone_100g': 1.7965e-07, 'polyols_100g': 0.00028125, 'potassium_100g': 0.21137606, 'selenium_100g': 1.3709e-06, 'starch_100g': 1.0744025, 'sucrose_100g': 0.019485, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 1.23605e-05, 'vitamin-b2_100g': 5.453625e-06, 'vitamin-b6_100g': 0.0003049765, 'vitamin-b9_100g': 8.60475e-07, 'vitamin-c_100g': 0.0001881, 'vitamin-d_100g': 7.28e-09, 'vitamin-e_100g': 0.003853965, 'vitamin-pp_100g': 6.4335e-05, 'water_100g': 69.889989, 'zinc_100g': 0.000418643}",,,
Fleury Michon,"Viandes et dérivés, Viandes, Charcuteries, en:Specific products, Jambons, en:Products for specific diets, Jambons blancs, Produits à teneur réduite en sel, Charcuteries à teneur réduite en sel, Jambons blancs à teneur réduite en sel","France, en:reunion",115.0,2.8,on,100g,c,Le Torchon - Cuit à l'Etouffée  - 25% de sel*,22.0,,100g,1.2,1.0,0.5,"{'alcohol_100g': 0, 'beta-carotene_100g': 0, 'calcium_100g': 0.00971714, 'cholesterol_100g': 0.074256, 'copper_100g': 6.5669e-05, 'fiber_100g': 0, 'fructose_100g': 0, 'galactose_100g': 0, 'glucose_100g': 0, 'iodine_100g': 1.656916e-05, 'iron_100g': 0.000830442, 'lactose_100g': 0, 'magnesium_100g': 0.0271608, 'maltose_100g': 0, 'manganese_100g': 1.31338e-05, 'pantothenic-acid_100g': 0.00063784, 'phosphorus_100g': 0.213296, 'phylloquinone_100g': 1.2376e-07, 'polyols_100g': 0, 'potassium_100g': 0.3600384, 'selenium_100g': 1.50746e-05, 'starch_100g': 0, 'sucrose_100g': 0.5988, 'vitamin-a_100g': 4.35064e-06, 'vitamin-b12_100g': 5.6168e-07, 'vitamin-b1_100g': 0.00077112, 'vitamin-b2_100g': 0.000152434, 'vitamin-b6_100g': 0.00034272, 'vitamin-b9_100g': 6.8068e-06, 'vitamin-c_100g': 0.00025704, 'vitamin-d_100g': 4.8552e-07, 'vitamin-e_100g': 0.00011424, 'vitamin-pp_100g': 0.00636888, 'water_100g': 56.454782, 'zinc_100g': 0.002266408}",,,
Lu,"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales au chocolat","France,Guadeloupe",445.0,19.0,on,100g,e,"LU - Grany Chocolate 5 Cereals Bar x6, 125g (4.5oz)",5.4,4.4,100g,0.68,7.6,24.0,,,,
Éthiquable,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs extra fin",France,580.0,42.0,on,100g,e,Haïti Grand cru Cap haïtien 72% cacaoté et fruité,9.5,9.7,100g,0.0,25.0,27.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 2.125e-07, 'calcium_100g': 0.0125273, 'cholesterol_100g': 0, 'copper_100g': 0.000332435, 'fructose_100g': 0.0085, 'galactose_100g': 0, 'glucose_100g': 0.0085, 'iodine_100g': 9.01e-07, 'iron_100g': 0.00413559, 'lactose_100g': 0.0085, 'magnesium_100g': 0.0427805, 'maltose_100g': 0.0085, 'manganese_100g': 0.000349571, 'pantothenic-acid_100g': 6.97e-05, 'phosphorus_100g': 0.05865, 'phylloquinone_100g': 3.315e-07, 'polyols_100g': 0.02125, 'potassium_100g': 0.333795, 'selenium_100g': 1.7e-06, 'starch_100g': 0.7225, 'sucrose_100g': 17.0425, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 6.46e-06, 'vitamin-b2_100g': 1.343e-05, 'vitamin-b6_100g': 4.25e-07, 'vitamin-b9_100g': 9.095e-06, 'vitamin-c_100g': 2.125e-05, 'vitamin-d_100g': 2.3205e-07, 'vitamin-e_100g': 0.00139285, 'vitamin-pp_100g': 9.775e-05, 'water_100g': 0.3264, 'zinc_100g': 0.0005474}",,,
Danon,Boissons végétales,"France,Morocco",65.0,1.07,on,100g,e,asiri fraise,0.7,,100g,0.0,0.89,8.0,,,,
Terra Delyssa,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, Olive oils from Tunisia, Virgin olive oils","France,Switzerland, World",800.0,86.6666666666667,on,100g,b,Organic Extra Virgin Olive Oil,0.0,0.0,100ml,0.0,16.6666666666667,0.0,"{'alcohol_100g': 0.0, 'beta-carotene_100g': 0.00021, 'copper_100g': 5e-06, 'fructose_100g': 0.0, 'galactose_100g': 0.0, 'glucose_100g': 0.0, 'iodine_100g': 1e-05, 'lactose_100g': 0.0, 'magnesium_100g': 2.5e-05, 'maltose_100g': 0.0, 'manganese_100g': 5e-06, 'pantothenic-acid_100g': 0.0, 'phosphorus_100g': 0.00015, 'phylloquinone_100g': 5.81e-05, 'polyols_100g': 0.0, 'selenium_100g': 1e-05, 'starch_100g': 0.0, 'sucrose_100g': 0.0, 'vitamin-a_100g': 0.0, 'vitamin-b12_100g': 0.0, 'vitamin-b1_100g': 0.0, 'vitamin-b2_100g': 0.0, 'vitamin-b6_100g': 0.0, 'vitamin-b9_100g': 0.0, 'vitamin-c_100g': 0.0, 'vitamin-e_100g': 0.0223, 'vitamin-pp_100g': 0.0, 'water_100g': 0.1, 'zinc_100g': 2.5e-05}",,,
Nestle,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Wheats, Cerelac, en:cereals-for-babies",en:Morocco,,10.0,on,100g,not-applicable,Cerelac,15.0,2.5,100g,0.51,0.0,0.0,,,,
Leerdammer,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Fromages en tranches,Fromage à pâte presse cuite",France,352.0,27.5,on,100g,d,Leerdammer original 8 tranches 200g,26.0,,100g,1.5,18.5,0.1,"{'alcohol_100g': 0, 'beta-carotene_100g': 6.8425e-06, 'cholesterol_100g': 0.00244375, 'copper_100g': 1.2855e-05, 'fiber_100g': 0, 'fructose_100g': 0, 'galactose_100g': 0, 'glucose_100g': 0, 'iodine_100g': 3.770325e-05, 'iron_100g': 3.15e-05, 'lactose_100g': 4.819075, 'magnesium_100g': 0.011362625, 'maltose_100g': 0, 'manganese_100g': 6.27625e-06, 'pantothenic-acid_100g': 0.0003519, 'phosphorus_100g': 0.0968325, 'phylloquinone_100g': 0, 'polyols_100g': 0, 'potassium_100g': 0.15359425, 'selenium_100g': 1.6264e-06, 'starch_100g': 0, 'sucrose_100g': 0, 'vitamin-a_100g': 1.73995e-06, 'vitamin-b12_100g': 4.78975e-07, 'vitamin-b1_100g': 4.20325e-05, 'vitamin-b2_100g': 0.00017595, 'vitamin-b6_100g': 4.301e-05, 'vitamin-b9_100g': 4.78975e-06, 'vitamin-c_100g': 0.00127075, 'vitamin-d_100g': 7.33125e-08, 'vitamin-e_100g': 8.7975e-06, 'vitamin-pp_100g': 8.993e-05, 'water_100g': 88.7572025, 'zinc_100g': 0.00041121}",,,
Kinder,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Barres, Barres de céréales, Barres chocolatées, Barres chocolatées au lait et aux céréales","Austria, France, Germany, Italy, Switzerland, en:morocco",561.0,33.8,on,100g,e,Kinder Country,8.6,2.0,100g,0.275,21.9,49.1,"{'alcohol_100g': 0, 'beta-carotene_100g': 1.85618671875e-05, 'calcium_100g': 0.300606383984375, 'cholesterol_100g': 0.0195035, 'fructose_100g': 0.01877796875, 'galactose_100g': 0.01711, 'glucose_100g': 0.01877796875, 'iodine_100g': 1.3323109375e-05, 'lactose_100g': 13.17766796875, 'maltose_100g': 0.0254975, 'pantothenic-acid_100g': 0.0010559125, 'phylloquinone_100g': 2.925184375e-06, 'polyols_100g': 0, 'potassium_100g': 0.479641716875, 'sucrose_100g': 47.359888125, 'vitamin-b12_100g': 9.0488125e-07, 'vitamin-b1_100g': 0.00010308171875, 'vitamin-b2_100g': 0.0003636438671875, 'vitamin-b6_100g': 0.0001, 'vitamin-b9_100g': 1.283821484375e-05, 'vitamin-d_100g': 5.75294296875e-07, 'vitamin-pp_100g': 0.000224571796875, 'water_100g': 0.919026953125}",,,
Bjorg,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Filled biscuits,Biscuit filled with fruit paste","France,Morocco,Switzerland",432.0,15.0,on,100g,e,Biscuits fourrés aux framboises,5.5,3.3,100g,0.48,3.0,38.0,,,,
"Belvita,LU,Mondelez","Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits secs,Biscuit sec pour petit déjeuner,Biscuit sec pour petit déjeuner au chocolat","Belgique,France,La Réunion,Suisse",439.0,14.0,on,100g,d,"Belvita,LU,Mondelez - Petit Déjeuner Chocolat",7.9,6.8,100g,0.62,3.6,27.0,,,,
,,"Morocco, en:france",0.0,100.0,on,100g,unknown,Lio produit,1.0,,100g,0.0,14.0,0.0,,,,
Hacendado,"Lácteos,Comidas fermentadas,Productos fermentados de la leche,Quesos,Queso fresco,Cottage","Spain, en:portugal",46.5,4.0,on,100g,b,Queso fresco cottage,13.0,0.0,,0.82,2.6,1.6,,,,
Bachman,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Panes,en:Crispbreads,Pan de trigo de espelta","Portugal, Spain, en:andorra",440.0,14.0,on,100g,c,Trigo Espelta Crackers,15.0,14.0,,1.0,1.4,3.8,,,,
Lactel,"Produits laitiers,Laits (fluide et poudre),Laits,Laits homogénéisés,Produits pasteurisés,Laits demi-écrémés,Laits UHT,en:UHT milk fortified with vitamins,Laits de vache,Laits sans lactose,Laits demi-écrémés UHT enrichis en vitamines","France, Switzerland, en:morocco",43.0,1.2,on,100g,b,Lait 100 % français Matin Léger® Demi-Écrémé,3.3,,100ml,0.1075,0.8,4.8,,,,
"Old El Paso,General Mills","Botanas,Snacks salados,Aperitivos,en:Chips and fries,Chips fritos,Patatas fritas de maíz","Austria,Bélgica,Dinamarca,Finlandia,Francia,Alemania,Grecia,Islandia,Irlanda,Italia,Países Bajos,Noruega,Polonia,España,Suecia,Suiza,Reino Unido",490.0,23.7,on,100g,c,Tortilla Nachips Original,7.67,6.0,100g,0.49,2.33,0.67,"{'alcohol_100g': 0, 'beta-carotene_100g': 5.1746375e-06, 'calcium_100g': 0.031593415, 'cholesterol_100g': 0, 'copper_100g': 0.000169074875, 'fructose_100g': 0.04261035, 'galactose_100g': 0, 'glucose_100g': 0.14951, 'iodine_100g': 0.00023604075, 'iron_100g': 0.002431920875, 'lactose_100g': 0, 'magnesium_100g': 0.075155764375, 'maltose_100g': 0.9045355, 'manganese_100g': 0.000613818125, 'pantothenic-acid_100g': 0.00044853, 'phosphorus_100g': 0.19539173375, 'phylloquinone_100g': 1.39608e-06, 'polyols_100g': 0, 'potassium_100g': 0.24136813625, 'selenium_100g': 1.08940025e-05, 'starch_100g': 47.917955, 'sucrose_100g': 0.104657, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.00029902, 'vitamin-b2_100g': 0.000104657, 'vitamin-b6_100g': 0.000373775, 'vitamin-b9_100g': 8.596825e-05, 'vitamin-c_100g': 0, 'vitamin-d_100g': 1.640925e-08, 'vitamin-e_100g': 0.0085035275, 'vitamin-pp_100g': 0.001569855, 'water_100g': 10.17198145, 'zinc_100g': 0.001434608425}",,,
President,"Produits laitiers,Crèmes,Crèmes UHT,Crèmes sous pression,Crèmes sous pression UHT,Crèmes fouettées","Brazil, France, Hong Kong, Switzerland, en:united-kingdom",305.0,28.0,on,100g,e,La crème des chefs ferme et onctueuse gastronomique,2.2,,100g,0.07,20.0,11.0,,,,
LU,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads",France,368.0,3.5,on,100g,c,Cracotte fibres,11.0,11.0,100g,1.4,1.1,6.3,"{'alcohol_100g': 0, 'beta-carotene_100g': 4.93766666666667e-06, 'calcium_100g': 0.02826681875, 'cholesterol_100g': 0, 'copper_100g': 0.000304334791666667, 'fructose_100g': 0.11281375, 'galactose_100g': 0, 'glucose_100g': 0.113210416666667, 'iodine_100g': 1.27500333333332e-05, 'iron_100g': 0.002654866875, 'lactose_100g': 0.0933770833333333, 'magnesium_100g': 0.0901656614583333, 'maltose_100g': 0.969988333333333, 'manganese_100g': 0.00260837523958333, 'pantothenic-acid_100g': 0.000540587291666667, 'phosphorus_100g': 0.247681666666667, 'phylloquinone_100g': 2.09204895833333e-06, 'polyols_100g': 0, 'potassium_100g': 0.312914302083333, 'selenium_100g': 9.70572291666667e-06, 'starch_100g': 56.1281541666667, 'sucrose_100g': 2.01009291666666, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.000272820833333333, 'vitamin-b2_100g': 2.38204166666667e-05, 'vitamin-b6_100g': 0.000157143125, 'vitamin-b9_100g': 2.85689625e-05, 'vitamin-c_100g': 0.000233442708333333, 'vitamin-d_100g': 1.21390208333333e-07, 'vitamin-e_100g': 0.000872138333333332, 'vitamin-pp_100g': 0.000906375, 'water_100g': 11.9315207291667, 'zinc_100g': 0.00209313416666667}",,,
